,reviewText,Positive
1057,love alarm . bought month ago regretted paying $ 2.99 . lot way customize liking reliable .,1
1058,"insomniac year fall asleep sleep hard , including bell alarm wake up.after day incorporate alarm dream stop working . set dif",1
1059,"feature rich 've . . love . 've , perfect . !",1
1060,"simple , option , ring/alarm start quietly sound coming room . jolting bed , time volume louder ready wake . love widget , love",1
1061,'ve app month love . problem nicer waking music gradually louder . morning turned alarm rcvd msg upgrade 30 day,1
1062,"'s pretty amazing pre-alarm work . , 's update market , ? 'm . 's ?",1
1063,lot great quality ! ! ! app . trial great ! app worked great ! ! !,1
1064,"loved alarm clock started forceclosing everyday . work time , time , tell download amazon app store . uninstall reinstall work fc . vibrant tooted w",0
1065,"great app option . music , large display , love large snooze landscape option . evo 4g",1
1066,"excellent app . work & quot ; box & quot ; extremely.customizable.for paranoid & quot ; permission & quot ; - carrying cell phone totally traceable . carrier , law enforcement payin",1
1067,"dread alarm a.m. awaken start thumping heart . , clock great provides- says-a gentle awakening . !",1
1068,"& apos ; different alarm apps , coming back . & apos ; smooth , low resource available widget faster access .",1
1069,"gentle alarm alarm app android . woken extremely loud siren , song blaring . definitely n't set greatest tone remainder day . starting day smile ,",1
1070,great love . ? icon notification move time ? .,1
1071,", 's alarm android io ! minor quibble 'll list . , 've month wanted give dev prop credit great app !",1
1072,love gently wake . startled awake alarm . love set day week .,1
1073,"free amazon offered . 's earth-shaking utility , , 's terrific . n't 'd change . day . flexibility option 'd . 's well-tho",1
1074,"favorite app incredible 2. multiple time zone travel , great pick alarm list . quick alarm function great short nap remind somewhere.the night",1
1075,app month . 's fantastic . performs function regular alarm cool `` gentle wake '' system play sound softly actual alarm waking . cool . highly,1
1076,habit turning alarm sleep swear wrong alarm n't wake . alarm clock effective actual science sleep factored design . personally,1
1077,"explanation pre-alarm . rem cycle . fade music quietly , louder alarm .",1
1078,alarm app . 's completely customizable completely reliable . highly recommend .,1
1079,"notice opening app needed upgrade ( free ) amazon store wanted charge . note developer quick reply , workaround . turn 's amazon problem , program , developer",1
1080,"easy . pre alarm interesting , tend light sleeper . job . surprised allowed alarm 15 minute , loud buzz . great ignore alarm . nicely",1
1081,'ve month . worth penny ! easy set alarm . puzzle 'd long figure puzzle 'd wake hubby .,1
1082,", amazon version compared market version . give amazon update market . pretty app.will change rating recent update amazon.8/23/11 outdated amazon market app compare",0
1083,"[ update : increased 4 5 star . daily , go-to app countdown alarm . year , app update . , `` '' app phone . ] front , clear :",1
1084,trial version meaning buy full version . glad free today ! obvious developer worked hard make product . extremely customizeable takees sleep,1
1085,apps 've encountered alarm ! love pre-alarm setting ; skeptical wake day pre-alarm . challenge amazing helped slept-th,1
1086,alarm . headache waking . highly recommend alarm . option wake . ocean favorite .,1
1087,"sleep dead alarm failed . option power user , simple noobs .",1
1088,"alarm available . compare . allowing gently play set time prior real alarm awesome full rem cycle disrupting deep sleep . awesome app ,",1
1089,"'s great time review permission required application , research 're needed giving application review . author published extensive list application",1
1090,"multitude setting / option daunting , understand , 'll wonder regular alarm clock . back !",1
1091,alarm clock market including phone definitely recommend app,1
1092,"recent update made major change app . nice , made alarm unreliable . writing review 3:58 alarm 3:30 reason.the app telling alarm",0
1093,"time open app pop-up saysamazon appstore error download fc.this app problem amazon , redownload time fix",0
1094,"app ? ! 's despise waking , alarm make painless , gently lightly coaxed/lifted foggy sleep , instead violently jarred bed case wi",1
1095,app long time . developer month adding feature . alarm clock wake morning .,1
1096,option app - changing snooze time lead time great . desk clock functionality customization .,1
1097,"app n't read , read phone identity internet connection .. alarm clock ? rate app star , n't install call . stop spying !",0
1098,downloaded app free day loved . multiple alarm different fade great . force solve math problem snoozing stopping alarm . definitely recommend .,1
1099,"app awesome . customizable alarm setting , frequency number snooze , sound played , etc.the pre-alarm brilliant . soft deep sleep put light whe",1
1100,"developer put lot application . feature jam packed . glad downloaded free day , paid ! absolute alarm clock application android !",1
1101,"alarm awhile . 's failed.the nice gentle alarm aspect . alarm start low volume level increase . gently awaken.if alarm clock phone ,",1
1102,"app incredible ! customized simple alarm experience , helpful tip learn different way tweak setting dream alarm specification ! ther",1
1103,'ve member year primarily make reservation nyc ( live long island ) . 've accumulated 2000 point eaten wonderful restaurant . redeem point defray cost,1
1104,"ot member year . service wonderful hometown , fantastic tool traveling . cover city planet , include restaurant ,",1
1105,"n't realize great app 's available make life easier.open table great app 'd dinner friend town 'd place special , turning",1
1106,"install app . waste time , energy , memory . removed tablet 10 minute installing .",0
1107,"app made fantastic/great food eat area , ! . read review , make review . great road trip , simply add city call make reservation ,",1
1108,"open table great concept , reality suck . restaurant make reservation 3. time type restaurant .",0
1109,"ease mind . app help find place , book table , confirms tap screen . love , .",1
1110,app fantastic plan n't find place dinner . totally satisified .,1
1111,"computer platform year mobile app . , n't full functionality full site , consider positive clutter make cumbersome fly .",1
1112,"easy make reservation ... place full , find alternative easy fast .",1
1113,"usable app diningand finding restaurant fun check out.price , !",1
1114,easy making reservation especially travel . 've disappointed information site ability make reservation advance probably feature . highly rec,1
1115,"app complete information , photo , menu review restaurant make reservation , rest assured restaurant ! great follow-up system reminds reservation time",1
1116,"dine restaurant city trip , app find restaurant close research menu review online checking . highly recommend like",1
1117,"book restaurant group 11 , worked flawlessly . handy convenience .",1
1118,app . make reservation restaurant waiting line . convenient lot popular restaurant check .,1
1119,app help make booking reservation simple . messaging special occasion accomplished second .,1
1120,"n't , menu worthless . recommend ? kindle fire .",0
1121,helpful app smart phone . help find make reservation quickly money nice dinner appetizer favorite place .,1
1122,app n't sync account n't receive message . waste set-up confusing,0
1123,constant database corruption problem effectively render app completely useless . beware : encounter issue trial expires 've spent $ 20 . developer corrected 's,0
1124,"outlook corporate email , application . function powerful outlook 2010. 've ~2 year give strongest recommendation .",1
1125,"bought kindle fire extension work computer . email day , categorized , sorted folder action . company webbased solution threw inb",1
1126,"corporate exchange server required app activesync android phone meet security concerns.it set properly , finally figured , working great . zero",1
1127,"'re distribute demo version , honest put `` demo '' primary description n't interested buying n't waste time downloading .",0
1128,uninstalled due numerous crash caused tablet installed . back default app .,0
1129,"n't appreciate bait switch . nitrodesk upfront 30-day limit . realize demo part mentioned blurbage , . . . free .",0
1130,daily work . essential tool rely microsoft outlook . calender email .,1
1131,app dump work ... mail setup ... ... ........... .... .....,0
1132,"time update , calendar love . needed improvement absolutely spot . ability month view agenda day view split screen genius . 's subtle feature usin",1
1133,hard time set . support difficult instruction . web site . loved app,0
1134,work fire reason pas sign search installed kindle . apps . avoid making app issue download phone device .,0
1135,trial great . microsoft office e-mail access app .,0
1136,work tech support page explained wrong .,0
1137,n't make work . 'd suggest bit easier set . 's apps available short . find forget .,0
1138,month . work problem exchange 2010. ran issue installing key .,1
1139,"n't , install program kindle trouble . , finally successful installing , n't work connecting work email . 'm wrong ,",0
1140,"$ 20 , reluctant cost , exchange apps n't job . biggest app pull display email folder . email rules/filt",1
1141,"summary : buggiest , slowest , frustrating piece computer software 've misfortune . manually open app frequently expected important work message , 'd",0
1142,world equal sign . speedcalc equal sign free . ! ! ! ! ! ! !,0
1143,dislike calculator - amazon cue ( kindle fire ) whata onscreen friendly input device work .,1
1144,"consider waste , n't , calculate problem ( .9 divide== ) 1.111111111. calculator simple problem .",0
1145,multiple time set span 4 day . single time problem . soundhound work perfectly .,0
1146,n't lot app neat . tested loud chili 's bar worked flawlessly .,1
1147,"accidentally hit button ready identify song . quickly tapped stop listening . worth listening , correctly identified tv commercial playing background . pretty g",1
1148,"tell setup step , error message n't work . 's day , permanent issue , app n't give detail . soundhound",0
1149,issue load past startup redownload amazon appstore . fix update love full version work past startup,0
1150,product work . issue downloaded . nifty figure song hearing clue . ! ! !,1
1151,great app .... watched korean movie playing korean song .... shazam listened music picked movie scene movie ... wow ! !,1
1152,great app buy . music lover ! free version great limited . identifies song quickly . song movie tv show ! awesome . enjoy !,1
1153,app location ? load background repeatedly kill application force close ? shazam paid application feel freely violate privacy . 'm,0
1154,"shazam suck , 1. load quick n't record song time ... 2. lyric ( soundhound ) .",0
1155,long time work charm . n't imagine problem .,1
1156,sing song exact soundhound find easily shazam find ! soundhound free andi sticking . shazam disappointing .,0
1157,"hear song radio n't figure sings ? download app n't feel anymore . hold phone music app open press button bam , tell",1
1158,"problem app , hard time app , probably phone outdated !",1
1159,"crap app , differentiate market damn date amazon app . market version revision higher amazon market .",0
1160,. & # 34 ; music & # 34 ; person heard nice is/was .,1
1161,"nexus , work great slow , found lot song find ... rage , skindred , gorillaz , cage elephant",0
1162,"favorite music identification app ! believe free day ! app ! astonishing lyric , youtube , buy song",1
1163,giving connection error set xoom . uninstall free version android market ... luck .,0
1164,notification update permission required compared previous release previous 9 14 overkill,0
1165,"app worth 5 buck . top , n't work . tell redownload amazon market . pay 5 buck free yesterday ? ! .",0
1166,"update . everytime , force close dl market . hope fix problem . problem . evo",0
1167,great app identifying music n't artist download available music store .,1
1168,great upgrade free version . unlimited tagging great feature love . free app day worth price tag .,1
1169,"tested , perfect ! feature show lyric . great app . making !",1
1170,"work great , find song soundhound n't song .",1
1171,2 tag . tv music clip youtube . worked time . app year ago recording instrumental music cassette tape . sings .,1
1172,"recently bought truck feature miss radio display song radio . world , n't sweat anymore shazam.shazam listens bit",1
1173,sound hound app app faster identifying song especially noisy condition . identifying song immediately pushing button . blazing fast highly recommende,1
1174,"start review particular app free , amazon giving away daily special . , n't bothered , due free alternative , soundhound , installed.still , 're int",1
1175,", recognize . `` ? '' - zero result time . attempted method . phone 's speaker cupping give sound",0
1176,"n't review . 've day . n't vouch soundhound , n't feel . shazam missed tag , 3 sec tv show car window open .",1
1177,n't missed song . picking indie rock . automatically record back song listened day download .,1
1178,app ceased amaze 'm figure song phone handy . great app !,1
1179,work time . song . watch youtube share facebook buy mp3 amazon . pretty sick .,1
1180,"n't install , n't leave rating . 's problem developer . installed flawlessly . -nexus 2.3.3",1
1181,"'ve shazam android phone ( april 2010 ) 's app music identified . part 's incredibly accurate , start identify obscure artist 'll start",1
1182,great application ! work great evo 4g listen music time extremely handy . amazon unlimited version free .,1
1183,future . radio wrong . remixes . app make doctorate dj-ing master music recognition waste time ? 's apocalypse alright .,1
1184,"originally give app 5 star , amazon appstore : unknown error message force closing .. igve 1 star .. fix ..",0
1185,"biggest feature advertise 3d lyric . , purchased & quot ; encore & quot ; paid version feature greyed . missed opportunity shazam encore free year ,",0
1186,'ve meaning buy shazam encore . version ad-free includes unlimited tagging . n't forget app ad send information advertisers.shazam wonderfully app whip,1
1187,"'s star application , n't understand 's away free , momentarily . , quickly easily complaint . bit expensive .",1
1188,"shazam provide quick accurate result soundhound . n't case . 've app available free march 2011. initially , preferred soundhound earlier version shazam performed",1
1189,"app found 98 % song & apos ; searched , including playing crowded room . youtube link work . evo 4g .",1
1190,apps music playing tv show movie,1
1191,app amazing ! work great love ability tag data connection . everyday . samsung galaxy .,1
1192,"heard song radio , movie , n't remember song ? app ! 's amazing push big button center app 's loaded ( 's b",1
1193,"stumble accross review application complain application redownloaded , clear data app setting & gt ; application & gt ; manage application & gt ; shazam , work . rein",1
1194,complete failure soundhound working 3.0 asap bunch loser . app fill word minimum .,0
1195,amazed start random reggae song guessed start melody . impressive ! watch youtube video listen pandora result !,0
1196,work great atrix ( root ) . n't issue app . app awesome job free . 25 word minimun amazon ?,1
1197,longer problem app . love shazam . work charm . find song recognize .,1
1198,happy amazon made app free day cuz fed free version . work 'm surprised average 3 star,1
1199,spotify account 's nice 's integration . amazon store .,1
1200,great app identifying music ! ui nice simple use.a definite & # 34 ; & # 34 ; music lover !,1
1201,love music n't song artist perfect app . song . love time .,1
1202,"worked lenovo tablet , newer version android . lot apps amazon failing compatibility newer device . fix 'll raise star !",0
1203,"free disappointed . slower id song songhound . uninstalling , deal ad soundhound . htc evo 4g .",0
1204,wish rate apps issue phone . shazam user long service free . upgraded htc hero evo n't grandfather free service deal 5,1
1205,amazon appstore unknown erroropps ... uninstalled downloaded ... t-mobile g1 ( froyobylaszlo-5 ),0
1206,"shazam encore soundhound infinity past month side side radio , youtube , music stream , megavideos shazam identify song . , soundhound infinity worked time ,",0
1207,ringtone taste .... spectacular wallpaper !,1
1208,zedge carry different fun ring/message tone . fun listening . found easy install .,1
1209,app . n't iphone smart phone . app,1
1210,"love app , ring tone , wall paper search engine run time wish customize phone . , annoying add , like thing ? ! issue 've found app share",1
1211,downloaded zedge change ringtone . n't ringtones . default . verizon store default different ringtone .,0
1212,n't . review warning filth foul language prevalent . .,0
1213,"great ace find nice ringtones , wallpaper , notification sound . recommend android device . music ringdroid .",1
1214,"great ringtone app specialty ringtones family , friend , . easy download attach specific contact",1
1215,highly recommend . worked great gs2 skyrocket love free ! ring tone .,1
1216,"choice ringtones , wallpaper",1
1217,"hate uninstall , favorite apps , to- continously constantly force close opening song , notification wallpaper . fix greatly appreciated/suggested ( , tablet , sound",0
1218,n't find ringtones hear complete song . 's great .,1
1219,"make clear cache 're choosing ringtone . ringtones , . handy listen ringtone downloading . ringtones funny",1
1220,"lot ringtones , wallpaper alert sound choose . personalize phone . recommended .",1
1221,review opinion ; app thing sliced bread ! 's opinion . enjoy . n't include song artist wallpaper . called life wide,1
1222,"app wonderful variety wallpaper & sound . , 85 % filth . claim family friendly option work . corrected , giving option omit sexual content & foul language (",0
1223,"posted , android market version n't crash . . uninstalling n't . work . droid razr .",0
1224,great app wallpaper ringtones . found idea existed . trouble site downloading cleanly trouble zedge . wallpaper beautiful phone .,1
1225,zedge phone sound . 's million million tune downloaded site 's free . n't n't zedge n't,1
1226,"'m pretty no-frills kind guy , stock ringtones phone awful impractical . needed ringtones tone important call , message alarm . needed sound important",1
1227,different ring tone alert background place time love site,1
1228,zedge website found app . 's variety notification ringtones . handy change sound .,1
1229,zedge 3 phone grand daughter started fact phone friendly,1
1230,wonderful app free ringtones wallpaper . definitely recommend app wide variety ringtones .,1
1231,"great app ringtones & amp ; wall paper . choice . n't issue slow , crashing , force closing . ( htc evo )",1
1232,ringtone appso wake midnight nice sleepi wake yoy lonesome tonight shot sheriff,1
1233,"thing , frankly avoid , especially solicitor give talk frequently ring tone quickly run telephone , 's child extended family part",1
1234,love variety wallpaper tone . live wallpaper great . recommend . 's nice app . 's real easy download problem . quality item .,1
1235,"zedge wonderful app . glad phone , make ring tone lot fun !",1
1236,love ringtones wallpaper chose . find app .,1
1237,love app vast selection wallpaper ringtones . problem app .,1
1238,"plenty exploring , enjoying experience . interesting app .",1
1239,"love free app . filter kind ringtones & notification sound listen 1st , add favorite list , download . put law & order dadum sound text alert lot big bang theory quote avai",1
1240,zedge year flip cell phone . downloaded android smart phone work great . find ringtone/notifications site .,1
1241,"great selection wallpaper ringtones . free heck wrong . selection alarm , sound , beat , . recommend ...",1
1242,great app ! easy . incredible selection .,1
1243,love app . make easy download ringtones notification sound . finding app rid couple add . highly recommend app .,1
1244,"amazing set choice app ring tone , wall paper alert tone ! , cover , find fit style .",1
1245,"app bit , recently upgrading sgs2 galaxy nexus , install android market , longer available ! glad 've stink .",1
1246,simply stopped working & amp ; 's absolutely back . 've activated time !,0
1247,"fake , promised green screen money private number . uninstalled lost voice mail . caller busy signal `` message '' voice mail .",0
1248,app worked intermittently . unsolicited message finally removed android phone . free version . additional fax worth fee .,0
1249,delete twitter knew,0
1250,app make tweeting lot faster easier . tweet dragging laptop .,1
1251,app made official team choice . totally compatible kindle fire enjoy . fun,1
1252,app follow bunch ! ! ! love app talk ! ! ! app . ! ! ! connect friend .,1
1253,"lot make easier tweet , fast ... 5 star",1
1254,"long wifi , 3g , 4g device access date tweet family , friend , .",1
1255,crazy .but n't opinion . aunt aunt life,1
1256,problem app .... work expected ... view twitter easier . designed app twitter kindle fire .,1
1257,", social medium addiction pretty guilty love thing twitter , facebook ... regular twitter app 'm glad kindle !",1
1258,"beginning , doubt twitter . , 's amazing ! gt update , sad . , twitter symbol . updated , day ! !",1
1259,love twitter kindle fire ! great app . easy !,1
1260,amazing app love facebook possible prefer facebook great kindle fire,1
1261,"'s free , 's easy-to-use , 's convenient . app kindle fire n't regret .",1
1262,handy kindle fire hdx time 'm lazy computer . work n't crash .,1
1263,problem posting twitter apps official twitter app . kindle fire hd . post twitter app game pop window twitter,1
1264,"n't 'twittered ' long . app celebrity . app confusing . n't button , n't description press",0
1265,twitter phone n't great computer 's easier .,1
1266,twitter junkie love kindle bigger android phone wish customize tone,1
1267,love tweet ! 'm glad kindle phone ! ! phone charger kindle 's bigger read follow 's !,1
1268,"easy app , . app phone computer .",1
1269,"quirk , app keeping twitter account . .",1
1270,work perfectly kindle fire hdx . day . loving kindle fire hdx . time .,1
1271,twitter favorite social medium app . love twitter cool inspiring folk . event .,1
1272,n't twitter understands . love twitter kindle . convenient .,1
1273,app great . multiple account thing . author wish personal professional life separate .,1
1274,"fine app , work increasingly popular social networking service . buggy , interface . problem problem equal 5 star rating guy .",1
1275,"app tweet , informed , send information - thought - desktop version read full page , . give star , rave review .",1
1276,love twitter . app smart phone . love continue social medium account device .,1
1277,app . easy navigate find twitter .,1
1278,great ! ! ! ! ! glad put kindle . iphone .,1
1279,course twitter cool . n't facebook ... . ; ),1
1280,"love twitter , honestly freakin addicting 2 . cool 2 . love .",1
1281,love app kindle fire work love screen.love twitter,1
1282,"twitter laptop put kindle fire . n't . n't save password n't post . guess user friendly . figure apps ,",0
1283,lot talk famous,1
1284,touch breaking news communicate folk power .,1
1285,'s supposed . 's twitter issue & # 34 ; & # 34 ; probably jinxed ... .,1
1286,perfect app complains perfect . app amazing complains perfect,1
1287,"n't twitter lot kindle fire 's twitter app phone app make easy navigate twitter easy , problem app : )",1
1288,facebook . easy . great app,1
1289,twitter app . 's pretty user friendly feed easy read . quick update scroll tweet .,1
1290,app kindle work great app phone . function laptop,1
1291,love . feel involved world . connected local news n't watch tv .,1
1292,'ve application love ! simple perfect !,1
1293,simple happy available easily kindle fire hd n't imagine fingertip,1
1294,"downloaded tablet , phone space . easy read latest tweet",1
1295,twitter n't tweet follow large social area friend .,1
1296,app work . device . tech dumb savvy . .,0
1297,app well-executed intuitive . picture load easily work beautifully hdx . definitely recommend .,1
1298,"'s twitter , phone kindle . expecting literally 'll disappointed , 'll probably wanted .",1
1299,follow news thing .,1
1300,"great message , find rewarding . opinion excellent .",1
1301,"twitter kindle ! ! feature find mobile phone device . track favorite movie star , singer , tv show , family ect . n't rated higher believe definitely deserves 5",1
1302,"definitely official twitter app . 3rd party apps , twitter kill .",0
1303,"app work great kindle fire . iphone . e-reader tablet , recommend . problem .",1
1304,"awesome app ! ! installs fast , frozen , needed stopped . love ! make easy quick post tweet !",1
1305,judgement internet block kindle great idea,1
1306,"comment . great ! sign anymore , favs retweets tweet let . kindle fire ,",1
1307,work 's kindle fire promble . work will.i check message follower 's . work kindlefire,1
1308,let twitter account kindle : ) work great ! yea word submit review !,1
1309,awesome cool mini word @ share opinion reason 'm rate twitter awesome fool strough,1
1310,twitter kindle app functional enjoyable . recommend twitter kindle fire .,1
1311,worst part annoying pop-up n't stop popping . happened ? working perfectly . remove devs working .,0
1312,"recommend kindles read , share follower !",1
1313,"app , 's organized , easy , problem .",1
1314,love kindle . alert notice show chatting page . computer version information side .,1
1315,"n't , n't ..... facebook , soooo , , guess",0
1316,decided join 21st century crowd ( find social medium site bit intrusive creepy ) twitter lot . easy breaking news .,1
1317,"finally , official twitter app kindle fire ! 's definitely upgrade ridiculous mobile website shortcut . work great . n't n't automatically refresh top timeline open app .",1
1318,read posted post ! prefer checking twitter desktop computer .,1
1319,"'m hang , great lot friend .... work fantastic ...",1
1320,"classic twitter online iphone . work perfectly , problem . recommend .",1
1321,love twitter.allows human publish move completely .... ... fun !,1
1322,"time check twitter . work desktop , slightly . : )",1
1323,nice app send tweet kindle fire tablet 's wi-fi .,1
1324,app expect perfectly . n't choose .,1
1325,"changing world twitter . entertain instead chasing angry bird , ... !",1
1326,"twitter , handier , practical . love kindle fire !",1
1327,wanted link twitter kindle - downloaded app . link twitter kindle .,1
1328,nice touch friend thing world -- suggest -- careful befriend,1
1329,twitter app ! easily check follow posting easy .,1
1330,"course great app ! twitter ! sign today phone , kindle ipad !",1
1331,twitter app ! ! wrong app ! ! ! fast ! ! wish give twitter app 10 star ratting !,1
1332,"'s twitter kindle ! work 's supposed . n't twitter , 's app .",1
1333,love reading tweet responding watching show . love interactive feel .,1
1334,"help connected social medium amazing , updated quickly wifi connection",1
1335,easy sign alot posting tweet . keeping date latest tweet concert current news .,1
1336,"app load quick remembers n't scroll . let read tweet link quick , nice app .",1
1337,fun tweet .,1
1338,ling gbnn . vgb jvbjvnn hnbbhh . bjjhfjcfhj . bjjbbn hhh b b bbbbb hud . f. hjbbbb live long palanquin asskkver ikm urngold asnlong alms lkxnf live lobe.loebbe mk . lobe snlibgnlobemmo lobe lobe.menhhh,1
1339,"twitter account direction . love , follow @ 1dhelper . 're update account . : )",1
1340,temple run game . dying these.boring . game .,1
1341,app wrong . 's great kindle . love kindle . recommend mobile app .,1
1342,twitter app great 'm tweet follower,1
1343,love twitter close . 's easy 's lot facebook .,1
1344,"work , nice notification kn kindle fire . waiting facebook release app .",1
1345,omg ! love app twitter literally amazing . rarely load .... app out. ! part .. free,1
1346,"love kindle fire . easy technical problem , issue , bug .",1
1347,love app tweet . movie star . apple . 'm friend lisa niemi swayze.may god bless family swayze family .,1
1348,twitter apps android ! great ui great feature . recommend app ! wish devs incorporate pull-to-refresh feature .,1
1349,"twitter great find sort random fact , news thought . put twitter kf news post . work wonderfully ! fire versus cellphone .",1
1350,system garbage . time forget andcall phone communicate . lot easier .,0
1351,"app freeze launch , notification bar . n't tweet stream . worked time launch .",0
1352,dis cool app ... cnt live w/out ! ! ! ti twitter ! ! ! ! ! ! cn upload pic direct kindle fire !,1
1353,great app information thy run . work ipod kindle fire .,1
1354,'re twitter app n't data phone option .,1
1355,love twitter app available . make easier twitter watching tv . 's easy access frequently . twitter facebook .,1
1356,changed society drab society instant communication group tell world wrong .,1
1357,love application . feature official twitter . awedome app ! ! twitter app !,1
1358,love . 's great kindles larger screen . 's ion ipod phone .,1
1359,work expected . fancy . update properly . nice read tablet instead small phone . time,1
1360,silently tap icon twitter account make easier . signing easier,1
1361,glad twitter brand tablet . make life convient &,1
1362,"love twitter hate extra apps . moment fall love app , change stop working . app great !",1
1363,"app real computer . n't lag , 's repsonsive , post tweet fast . n't wrong !",1
1364,"love twitter , work kindle . enjoy reading tweet picture .",1
1365,"app straight forward , n't tweet , track favorite food truck ! design , twitter !",1
1366,tht ur updated save follower part thts pretty cool,1
1367,hate deinstal instal recommend n't online,0
1368,"online twitter.first , picture upload image.second , ... 's awsome.so it.5 star .",1
1369,job keeping app date giving feel love time,1
1370,love twitter ! 've addicted . love breaking news info flash . live world ?,1
1371,"tweet time . app official twitter app twitter , 'm concerned , 's twitter user .",1
1372,. write message follower mixed .,1
1373,enjoy twitter . enjoy watching.it info sport game concert coming .,1
1374,"find information upcoming book , author 's , contest , . great idea.still tweeting 'm hang .",1
1375,"surprised work kindle . app cell phone , screen small .",1
1376,work learning ! n't time surgery . great tool .. !,1
1377,update official twitter app web app . n't cut . updated official twitter app fast job . n't half . bravo,1
1378,app work kindle android ! date twitter account download app .,1
1379,meet alot function computer cell kindle app great function,1
1380,"mobile update twitter update , found app . glad found app ! easy current ! n't issue simplified twitter-life !",1
1381,write thought witn . follow . apps everyday .,1
1382,"n't twitter , android device , app . work great easy . n't apps supposed ?",1
1383,"easy download configure . . cheering team , athlete sport event .",1
1384,". checked interest hour inundated zillion email thing heard . n't happen . check , boy",0
1385,"fun app , follow handfull , alot fun . pleased .",1
1386,love twitter . read high regard . send message twitter .,1
1387,great app highly recommend love connecting family friend social networking,1
1388,beginner tweeter difficulty figure product feature learn . family gave kindle birthday hoping enter computer age .,1
1389,hate updated loginhate redo app . n't work and.now hate app . fix . online . twitter . pas sign . n't,0
1390,twitter fanatic love app . make easy twitter news make easy post tweet .,1
1391,great app . twitter love . fraction bug facebook app . information fingertip . easy follow understand complete newbie,1
1392,work great experience kind bug.highly recommended kindle fire twitter users.yeah .,1
1393,love love love . silly thing ate cookie time neat stuff post,1
1394,"twitter `` , '' guess . user-friendly compared facebook . 'd dump york minute n't famous relative .",0
1395,twitter . stage . confusing ! .,0
1396,love twitter app kindle fire ! give shout blog follower post latest favorite celebrity sport team . amazon ! : ),1
1397,"? 's nice twitter app kindle . 've issue , 'm happy .",1
1398,"'s access twitter . , . . meant .",1
1399,admittedly addicted twitter . love kindle fire screen . 's great touch friend cyber stalk celebrity crush . whichever .,1
1400,great kindle app & # 34 ; tweet & # 34 ; . love layout larger display .,1
1401,"love twitter , ? work great kindle , twitter different device",1
1402,"excellent app quickly checking tweet . app daily basis n't trouble . love official twitter app , beat .",1
1403,n't figuring . care ? understood write thing regret .,0
1404,"wonderful great app amazon - twitter , great kindle fire hd . ! :",1
1405,fun send message listen . reach possibly .,1
1406,love twitter daily blow steam stupid thing obama country stupid majority voted back office .,1
1407,love application twitter fingertip touch family . love .,1
1408,"tired facebook , wanted give twitter . great app easy .",1
1409,n't work kindle.it messed viewing up.and signing everything.i hope free uninstalled ..,0
1410,fast effective teaching thing day excellent application email,1
1411,joined friend yahoo ! group . 's entertainment .,1
1412,app fine found tweet n't sending . weight loss uninstalled app changed password stopped . 'm unsure hacked twitter biatch,0
1413,"n't personally tweet lot 's fault n't learned system . follow family 's fun hear boy . 'm adept system , leave message read b",1
1414,"app sign browser made & quot ; recapcha & quot ; thing read , sign app & quot ; sorry , sign time & quot ; wha",0
1415,"'s honest : twitter account admit . twitter app great reading feed , composing tweet , creeping celebrity . recommend doubt !",1
1416,twitter bomb . cool connect walk life share word encouragement surprise .,1
1417,carry laptop connect social medium . glad app .,1
1418,twitter popular teen adult alike . retweet favorite 's tweet .,1
1419,android version . stable fast ! love cleanly app .,1
1420,"decided join twitter ... figure touch find opinion , lot way .",0
1421,"app great . twitter feed work properly easily navigate twitter account . part twitter limited mobile version , similar mobile version .",1
1422,"kindle fire twitter account , app . work expect twitter app work . surprise bug n't handle . figure feature software ironed twitter",1
1423,easy twitter kindle fire . style girl game : - ),1
1424,love twitter lot app handy . easy check person .,1
1425,great app twitter . user access manage twitter account . recommend twitter account .,1
1426,sport team frill option . hope spam .,1
1427,", 's twitter contraption apps . explain word ?",1
1428,"app easy feature site -- grievance n't update information ( follower , post , etc. , )",1
1429,"hate social medium crap , , hide computer phone sissy .",0
1430,", found boring ... guessi 'm tweet ! , design thetwitter blue bird . 's .",0
1431,", twitter ! ! ! ! ! great app ! day follow follow !",1
1432,suffer long twitter mobile web site ? mobile site kind issue app n't . app work great kindle fire ( gen 1 ) . load tweet quickly reliably .,1
1433,work wonderfully kindle fire hd ! ! highly recommend download ! ! great jones ! ! : ),1
1434,glad twitter finally real app kindle fire . mobile web version .,1
1435,app great . great short cut twitter . love app . highly recommend app .,1
1436,"twitter time . making tweet , posted ; app beneficial make efficient navigate .",1
1437,"app twitter . work bug . twitter , twitter kindle fire",1
1438,"twitter lover user , answer kindle fire hdx . section beginner twitter user , , bell whistle fun tweeting .",1
1439,fun entertaining . started playing continue playing . share family friend . hope enjoy .,1
1440,"love bigger phone , work nice ! ! app work slick ! whoo hoo !",1
1441,"kindle served tablet trip n't haul laptop . app work fine format tweet read easily . n't away twitter kindle , work . glitch ,",1
1442,"love twitter , wonderful site , communicate fact , feeling fiction ! lolyour follower 'open mind ' detail & /or personal feeling",1
1443,complicated understand . great time learn jargon .,0
1444,love . keeping show work . help pas slow day office,1
1445,app it.i twitter . follow twitter nytinman1 soical network .,1
1446,"twitter , app twitter made hand held device . simple , easy . work perfectly kindle fire hdx 8.9 .",1
1447,app effective date news information news follow .,1
